Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,1151,9,5,4,Male,63,2,2,4,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2
46,No,644,1,4,4,Male,97,3,3,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3
32,Yes,1045,4,4,4,Male,32,1,3,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
30,No,829,1,1,3,Male,88,2,3,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
27,No,1242,20,3,4,Female,90,3,2,3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
51,No,1469,8,4,2,Male,81,2,3,2,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
30,Yes,1005,3,3,4,Female,88,3,1,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
41,No,896,6,3,4,Female,75,3,3,4,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0
30,Yes,334,26,4,3,Female,52,2,2,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
29,Yes,992,1,3,3,Male,85,3,1,3,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
45,No,1052,6,3,4,Female,57,2,3,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
54,No,1147,3,3,4,Female,52,3,2,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
36,No,1396,5,2,4,Male,62,3,2,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
33,No,147,4,4,3,Female,47,2,1,2,Married,2622,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
37,No,663,11,3,2,Male,47,3,3,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
38,No,119,3,3,1,Male,76,3,3,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
31,No,979,1,4,3,Male,90,1,2,3,Married,4345,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
59,No,142,3,3,3,Male,70,2,1,4,Married,2177,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
37,No,319,4,4,1,Male,41,3,1,4,Divorced,2793,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
29,No,1413,1,1,2,Female,42,3,3,4,Married,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
35,No,944,1,3,3,Female,92,3,3,3,Single,8789,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
29,Yes,896,18,1,3,Male,86,2,1,4,Single,2389,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1
52,No,1323,2,3,3,Female,89,2,1,4,Single,3212,3300,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2
42,No,532,4,2,3,Male,58,3,5,4,Married,19232,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15
59,No,818,6,2,2,Male,52,3,1,3,Married,2267,25657,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2
50,No,854,1,4,4,Female,68,3,5,4,Divorced,19517,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
33,Yes,813,14,3,3,Male,58,3,1,4,Married,2436,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4
43,No,1034,16,3,4,Female,80,3,4,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9
33,Yes,465,2,2,1,Female,39,3,1,1,Married,2707,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7
52,No,771,2,4,1,Male,79,2,5,3,Single,19068,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12
32,No,1401,4,2,3,Female,56,3,1,2,Married,3931,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
32,Yes,515,1,3,4,Male,62,2,1,3,Single,3730,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2
39,No,1431,1,4,3,Female,96,3,1,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2
32,No,976,26,4,3,Male,100,3,2,4,Married,4465,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2
41,No,1411,19,2,3,Male,36,3,2,1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0
40,No,1300,24,2,1,Male,62,3,2,4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7
45,No,252,1,3,3,Male,70,4,5,4,Married,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
31,No,1327,3,4,2,Male,73,3,3,3,Divorced,13675,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
33,No,832,5,4,3,Female,63,2,1,4,Married,2911,14776,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2
34,No,470,2,4,4,Male,84,2,2,1,Married,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9
37,No,1017,1,2,3,Female,83,2,1,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2
45,No,1199,7,4,1,Male,77,4,2,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2
37,Yes,504,10,3,1,Male,61,3,3,3,Divorced,10048,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0
39,No,505,2,4,3,Female,64,3,3,3,Single,10938,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8
29,No,665,15,3,3,Male,60,3,1,4,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5
42,No,916,17,2,4,Female,82,4,2,1,Single,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2
29,No,1247,20,2,4,Male,45,3,2,4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2
25,No,685,1,3,1,Female,62,3,2,3,Married,4898,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2
42,No,269,2,3,4,Female,56,2,1,1,Divorced,2593,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8
40,No,1416,2,2,1,Male,49,3,5,3,Divorced,19436,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9
51,No,833,1,3,3,Male,96,3,1,4,Married,2723,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,0
31,Yes,307,29,2,3,Male,71,2,1,2,Single,3479,11652,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
32,No,1311,7,3,2,Male,100,4,1,2,Married,2794,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3
38,No,1327,2,2,4,Male,39,2,2,4,Married,5249,19682,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5
32,No,128,2,1,4,Male,84,2,2,1,Single,2176,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
46,No,488,2,3,3,Female,75,1,4,2,Married,16872,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7
28,Yes,529,2,4,1,Male,79,3,1,3,Single,3485,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0
29,No,1210,2,3,1,Male,78,2,2,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
31,No,1463,23,3,2,Male,64,2,2,4,Married,5582,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
25,No,675,5,2,2,Male,85,4,2,1,Divorced,4000,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
45,No,1385,20,2,3,Male,79,3,4,4,Married,13496,7501,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
36,No,1403,6,3,4,Male,47,3,1,4,Married,3210,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11
55,No,452,1,3,4,Male,81,3,5,1,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
47,Yes,666,29,4,1,Male,88,3,3,2,Married,11849,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
28,No,1158,9,3,4,Male,94,3,1,4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4
37,No,228,6,4,3,Male,98,3,2,4,Married,6502,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1
21,No,996,3,2,4,Male,100,2,1,3,Single,3230,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
37,No,728,1,4,1,Female,80,3,3,4,Divorced,13603,11677,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
35,No,1315,22,3,2,Female,71,4,3,2,Divorced,11996,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2
38,No,322,7,2,1,Female,44,4,2,1,Divorced,5605,19191,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
26,No,1479,1,3,3,Female,84,3,2,2,Divorced,6397,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
50,No,797,4,1,1,Male,96,3,5,2,Divorced,19144,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
53,No,1070,3,4,3,Male,45,3,4,3,Married,17584,21016,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3
42,No,635,1,1,2,Male,99,3,2,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6
29,No,442,2,2,2,Male,44,3,2,4,Single,4554,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9
55,No,147,20,2,2,Male,37,3,2,4,Married,5415,15972,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8
26,No,496,11,2,1,Male,60,3,2,1,Married,4741,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3
37,No,1372,1,3,4,Female,42,3,1,4,Single,2115,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
44,Yes,920,24,3,4,Male,43,3,1,3,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0
38,No,688,23,4,4,Male,82,3,2,4,Divorced,5745,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2
26,Yes,1449,16,4,1,Male,45,3,1,2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2
28,No,1117,8,2,4,Female,66,3,1,4,Single,3310,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2
49,No,636,10,4,3,Female,35,3,5,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2
36,No,506,3,3,3,Male,30,3,2,2,Single,4485,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
31,No,444,5,3,4,Female,84,3,1,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
26,Yes,950,4,4,4,Male,48,2,2,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4
37,No,889,9,3,2,Male,53,3,1,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
42,No,555,26,3,3,Female,77,3,4,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8
18,Yes,230,3,3,3,Male,54,3,1,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0
35,No,1232,16,3,3,Male,96,3,3,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9
36,No,566,18,4,3,Male,81,4,1,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0
51,No,1302,2,3,4,Male,84,1,2,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2
41,No,334,2,4,4,Male,88,3,4,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4
18,No,812,10,3,4,Female,69,2,1,3,Single,1200,9724,1,Y,No,12,3,1,80,0,0,2,3,0,0,0,0
28,No,1476,16,2,2,Male,68,4,2,1,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7
31,No,218,7,3,2,Male,100,4,2,4,Married,6929,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7
39,No,1132,1,3,3,Male,48,4,3,4,Divorced,9613,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7
36,No,1105,24,4,2,Female,47,3,2,2,Married,5674,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8
32,No,906,7,3,4,Male,91,2,2,3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8
38,No,849,25,2,1,Female,81,2,3,2,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1
58,No,390,1,4,4,Male,32,1,2,3,Divorced,5660,17056,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,1,2
31,No,691,5,4,3,Male,86,3,1,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3
31,No,106,2,3,1,Male,62,2,2,1,Married,6410,17822,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0
45,No,1249,7,3,1,Male,97,3,3,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11
31,No,192,2,4,3,Male,32,3,1,4,Divorced,2695,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2
33,No,553,5,4,4,Female,74,3,3,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8
39,No,117,10,1,3,Male,99,3,4,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10
43,No,185,10,4,3,Female,33,3,1,4,Single,2455,10675,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7
49,No,1091,1,2,3,Female,90,2,4,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7
52,Yes,723,8,4,3,Male,85,2,2,2,Married,4941,17747,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7
27,No,1220,5,3,3,Female,85,3,1,2,Single,2478,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2
32,No,588,8,2,3,Female,65,2,2,2,Married,5228,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
27,No,1377,2,3,4,Male,74,3,2,3,Single,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4
31,No,691,7,3,4,Male,73,3,2,4,Divorced,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
32,No,1018,2,4,1,Female,74,4,2,4,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7
28,Yes,1157,2,4,1,Male,84,1,1,4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2
30,No,1275,28,2,4,Female,64,3,2,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9
31,No,798,7,2,3,Female,48,2,3,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
39,No,672,7,2,3,Male,54,2,5,4,Married,19272,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3
39,Yes,1162,3,2,4,Female,41,3,2,3,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0
33,No,508,10,3,2,Male,46,2,2,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1
47,No,1482,5,5,4,Male,42,3,5,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1
43,No,559,10,4,3,Female,82,2,2,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0
27,No,210,1,1,3,Male,73,3,2,2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4
54,No,928,20,4,4,Female,31,3,2,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3
43,No,1001,7,3,3,Female,43,3,3,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0
45,No,549,8,4,4,Male,75,3,2,4,Married,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8
40,No,1124,1,2,2,Male,57,1,2,4,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2
29,Yes,318,8,4,2,Male,77,1,1,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7
29,No,738,9,5,2,Male,30,2,1,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2
30,No,570,5,3,4,Female,30,2,2,3,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2
27,No,1130,8,4,2,Female,56,3,2,2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7
37,No,1192,5,2,4,Male,61,3,2,4,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
38,No,343,15,2,3,Male,92,2,3,4,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9
31,No,1232,7,4,3,Female,39,3,3,4,Single,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10
29,No,144,10,1,4,Female,39,2,2,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7
35,No,1296,5,4,3,Male,62,3,3,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13
23,No,1309,26,1,3,Male,83,3,1,4,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2
41,No,483,6,3,4,Male,95,2,2,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2
47,No,1309,4,1,2,Male,99,3,2,3,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0
42,No,810,23,5,1,Female,44,3,4,4,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0
29,No,746,2,3,4,Male,61,3,2,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2
42,No,544,2,1,3,Male,52,3,1,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0
32,No,1062,2,3,3,Female,75,3,1,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7
48,No,530,29,1,1,Female,91,3,3,3,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0
37,No,1319,6,3,3,Male,51,4,2,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
30,No,641,25,2,4,Female,85,3,2,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2
26,No,933,1,3,3,Male,57,3,2,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7
42,No,1332,2,4,1,Male,98,2,2,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0
21,Yes,756,1,1,1,Female,99,2,1,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2
36,No,845,1,5,4,Female,45,3,2,4,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0
36,No,541,3,4,1,Male,48,2,3,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12
57,No,593,1,4,4,Male,88,3,2,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2
40,No,1171,10,4,4,Female,46,4,1,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7
21,No,895,9,2,1,Male,39,3,1,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2
33,Yes,350,5,3,4,Female,34,3,1,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0
37,No,921,10,3,3,Female,98,3,1,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
46,No,1144,7,4,3,Female,30,3,2,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0
41,Yes,143,4,3,1,Male,56,3,2,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7
50,No,1046,10,3,4,Male,100,2,3,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3
40,Yes,575,22,2,3,Male,68,2,2,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0
31,No,408,9,4,3,Male,42,2,1,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
21,Yes,156,12,3,3,Female,90,4,1,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0
29,No,1283,23,3,4,Male,54,3,1,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2
35,No,755,9,4,3,Male,97,2,2,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0
27,No,1469,1,2,4,Male,82,3,1,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4
28,No,304,9,4,2,Male,92,3,2,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7
49,No,1261,7,3,2,Male,31,2,3,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
51,No,1178,14,2,3,Female,87,3,2,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7
36,No,329,2,3,4,Female,96,3,1,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2
34,Yes,1362,19,3,1,Male,67,4,2,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
55,No,1311,2,3,3,Female,97,3,4,4,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2
24,No,1371,10,4,4,Female,77,3,2,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
30,No,202,2,1,3,Male,72,3,1,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
26,Yes,575,3,1,3,Male,73,3,1,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
22,No,253,11,3,1,Female,43,3,1,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2
36,No,164,2,2,2,Male,61,2,3,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
30,Yes,464,4,3,3,Male,40,3,1,4,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
37,No,1107,14,3,4,Female,95,3,1,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
40,No,759,2,2,4,Female,46,3,2,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
42,No,201,1,4,2,Female,95,3,1,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
37,No,1305,10,4,3,Male,49,3,2,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
43,No,982,12,3,1,Male,59,2,4,2,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
40,No,555,2,3,2,Female,78,2,2,3,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0
54,No,821,5,2,1,Male,86,3,5,1,Married,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2
34,No,1381,4,4,3,Female,72,3,2,3,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2
31,No,480,7,2,2,Female,31,3,2,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
43,No,313,21,3,4,Male,61,3,1,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
43,No,1473,8,4,3,Female,74,3,2,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2
25,No,891,4,2,2,Female,99,2,2,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
37,No,1063,25,5,2,Female,72,3,2,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
31,No,329,1,2,4,Male,98,2,1,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
39,No,1218,1,1,2,Male,52,3,5,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6
56,No,906,6,3,3,Female,86,4,4,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7
30,No,1082,12,3,2,Female,83,3,2,3,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
41,No,645,1,3,2,Male,49,4,3,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
28,No,1300,17,2,3,Male,79,3,2,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8
25,Yes,688,3,3,1,Male,91,3,1,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2
52,No,319,3,3,4,Male,39,2,3,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4
45,No,192,10,2,1,Male,69,3,1,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2
52,No,1490,4,2,4,Female,30,3,4,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4
42,No,532,29,2,1,Female,92,3,2,3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2
30,No,317,2,3,3,Female,43,1,2,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
60,No,422,7,3,1,Female,41,3,5,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10
46,No,1485,18,3,3,Female,87,3,2,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8
42,No,1368,28,4,4,Female,88,2,2,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
24,Yes,1448,1,1,1,Female,62,3,1,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
34,Yes,296,6,2,4,Female,33,1,1,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0
38,No,1490,2,2,4,Male,42,3,1,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0
40,No,1398,2,4,3,Female,79,3,5,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12
26,No,1349,23,3,1,Female,90,3,1,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2
30,No,1400,3,3,3,Male,53,3,1,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
